DATE,TIME,Load_zone,Real_time_price,Day_ahead_price,BCK_UNIT2,JAY_UNIT1,JAY_UNIT2,TAV_UNIT1,TAV_UNIT2,ROW_UNIT1
20220311,1600,LZ_HOUSTON,36.88,40.47,43.273,35.717,34.24,121.268,82.202,21.018
20220311,1700,LZ_HOUSTON,43.29,53.52,170.091,137.529,129.451,20.4,12.239,80.794
20220311,1800,LZ_HOUSTON,45.15,84.9,71.586,58.582,64.614,5.756,3.777,36.293
20220311,1900,LZ_HOUSTON,40.90,126.3,0,0,0,0,0,0
20220311,2000,LZ_HOUSTON,41.17,125.82,0,0,0,0,0,0
20220311,2100,LZ_HOUSTON,48.89,105.31,0,0,0,0,0,0
20220311,2200,LZ_HOUSTON,35.36,62.4,0,0,0,0,0,0
20220311,2300,LZ_HOUSTON,51.80,57.66,0,0,0,0,0,0
20220312,0,LZ_HOUSTON,49.83,69.62,0,0,0,0,0,0
20220312,100,LZ_HOUSTON,40.88,67.2,0,0,0,0,0,0
20220312,200,LZ_HOUSTON,29.34,69.34,0,0,0,0,0,0
20220312,300,LZ_HOUSTON,22.18,75.49,0,0,0,0,0,0
20220312,400,LZ_HOUSTON,20.42,76.86,0,0,0,0,0,0
20220312,500,LZ_HOUSTON,20.66,98.35,0,0,0,0,0,0
20220312,600,LZ_HOUSTON,27.38,157.75,0,0,0,0,0,0
20220312,700,LZ_HOUSTON,30.07,145.93,0.116,0.078,0.1,0.061,0.05,0.06
20220312,800,LZ_HOUSTON,29.45,78.4,79.535,79.949,73.972,59.645,39.757,40.24
20220312,900,LZ_HOUSTON,35.23,56.9,211.792,177.736,157.043,132.573,85.764,108.456
20220312,1000,LZ_HOUSTON,48.89,46.42,221.3,179.5,160.874,144.65,96.65,109.422
20220312,1100,LZ_HOUSTON,29.05,35,210.413,179.5,158.245,144.65,94.495,110.9
20220312,1200,LZ_HOUSTON,26.11,32.58,216.078,179.5,167.735,131.495,96.65,108.487
20220312,1300,LZ_HOUSTON,31.46,29.79,201.343,167.109,170.567,144.65,81.769,109.273
20220312,1400,LZ_HOUSTON,31.43,25.29,216.151,178.113,157.385,144.65,93.863,94.879
20220312,1500,LZ_HOUSTON,32.80,21.23,205.037,170.859,156.664,125.69,81.257,97.883
20220312,1600,LZ_HOUSTON,34.83,22.6,180.528,179.5,140.922,141.699,76.164,93.206
20220312,1700,LZ_HOUSTON,36.69,32,162.377,163.13,149.644,117.738,78.469,90.336
20220312,1800,LZ_HOUSTON,33.03,55.16,69.109,52.586,53.586,48.917,33.608,42.84
20220312,1900,LZ_HOUSTON,39.78,42.53,0,0,0,0,0,0
20220312,2000,LZ_HOUSTON,40.41,38.56,0,0,0,0,0,0
20220312,2100,LZ_HOUSTON,36.58,36.52,0,0,0,0,0,0
20220312,2200,LZ_HOUSTON,42.03,32.14,0,0,0,0,0,0
20220312,2300,LZ_HOUSTON,74.13,28.44,0,0,0,0,0,0
20220313,0,LZ_HOUSTON,53.74,30.91,0,0,0,0,0,0
20220313,100,LZ_HOUSTON,40.89,30.73,0,0,0,0,0,0
20220313,300,LZ_HOUSTON,28.34,30.99,0,0,0,0,0,0
20220313,400,LZ_HOUSTON,23.07,32.38,0,0,0,0,0,0
20220313,500,LZ_HOUSTON,22.30,35.16,0,0,0,0,0,0
20220313,600,LZ_HOUSTON,22.70,54.4,0,0,0,0,0,0
20220313,700,LZ_HOUSTON,23.10,75.62,0,0,0,0,0,0
20220313,800,LZ_HOUSTON,36.88,60.94,0.089,0.068,0.081,0.069,0.033,0.051
20220313,900,LZ_HOUSTON,40.57,42.94,78,75.222,71.056,59.625,34.886,40.488
20220313,1000,LZ_HOUSTON,28.86,33.19,194.656,160.58,163.439,135.017,96.65,98.758
20220313,1100,LZ_HOUSTON,12.11,31.44,221.3,179.5,171.8,144.65,96.65,106.966
20220313,1200,LZ_HOUSTON,38.59,29.06,221.3,167.923,168.771,139.984,95.349,110.9
20220313,1300,LZ_HOUSTON,35.19,28.96,221.3,158.419,161.169,140.255,88.172,101.375
20220313,1400,LZ_HOUSTON,39.08,25.33,218.584,179.133,171.8,39.724,29.512,103.147
20220313,1500,LZ_HOUSTON,32.96,24.25,216.214,167.559,151.732,129.315,83,29.696
20220313,1600,LZ_HOUSTON,28.45,25.16,152.996,137.494,130.476,136.976,83.757,96.631
20220313,1700,LZ_HOUSTON,31.24,22.5,184.336,160.944,163.339,97.952,70.916,77.175
20220313,1800,LZ_HOUSTON,35.62,30.53,151.969,143.506,134.622,106.579,67.507,61.988
20220313,1900,LZ_HOUSTON,36.97,37.74,85.17,68.938,61.986,53.856,39.984,39.373
20220313,2000,LZ_HOUSTON,39.63,41.72,0,0,0,0,0,0
20220313,2100,LZ_HOUSTON,37.89,37.51,0,0,0,0,0,0
20220313,2200,LZ_HOUSTON,34.31,27.1,0,0,0,0,0,0
20220313,2300,LZ_HOUSTON,38.45,20.3,0,0,0,0,0,0
20220314,0,LZ_HOUSTON,54.71,20.01,0,0,0,0,0,0
20220314,100,LZ_HOUSTON,39.97,19.18,0,0,0,0,0,0
20220314,200,LZ_HOUSTON,8.89,17.26,0,0,0,0,0,0
20220314,300,LZ_HOUSTON,4.05,20.11,0,0,0,0,0,0
20220314,400,LZ_HOUSTON,4,24.5,0,0,0,0,0,0
20220314,500,LZ_HOUSTON,0.66,34.11,0,0,0,0,0,0
20220314,600,LZ_HOUSTON,7.22,42.92,0,0,0,0,0,0
20220314,700,LZ_HOUSTON,21.52,44.12,0,0,0,0,0,0
20220314,800,LZ_HOUSTON,33.47,41.02,0,0,0,0,0,0.008
20220314,900,LZ_HOUSTON,31.84,37.63,7.095,7.666,6.118,4.823,2.806,4.904
20220314,1000,LZ_HOUSTON,33.24,34.73,47.225,40.522,38.401,33.716,24.288,24.985
20220314,1100,LZ_HOUSTON,25.54,34.24,110.968,99.33,92.904,70.98,45.253,104.179
20220314,1200,LZ_HOUSTON,31.93,35.15,221.3,179.5,166.747,144.65,96.65,103.284
20220314,1300,LZ_HOUSTON,35.98,33.71,56.741,51.156,46.687,62.834,40.519,32.969
20220314,1400,LZ_HOUSTON,39.99,33.35,144.603,154.35,136.655,119.541,84.115,103.862
20220314,1500,LZ_HOUSTON,46.81,35.51,141.282,122.635,102.661,107.579,70.024,72.772
20220314,1600,LZ_HOUSTON,45.19,34.67,121.59,115.278,110.535,130.91,92.53,92.613
20220314,1700,LZ_HOUSTON,43.92,32.86,114.813,95.237,101.178,83.326,49.329,39.594
20220314,1800,LZ_HOUSTON,45.51,40.36,70.127,64.555,59.91,42.338,26.455,22.732
20220314,1900,LZ_HOUSTON,48.69,56.49,20.433,21.826,16.977,31.252,24.19,1.573
20220314,2000,LZ_HOUSTON,98.87,99.99,0,0,0,0,0,0
20220314,2100,LZ_HOUSTON,276.99,54.68,0,0,0,0,0,0
20220314,2200,LZ_HOUSTON,60.19,32.78,0,0,0,0,0,0
20220314,2300,LZ_HOUSTON,53.45,31.73,0,0,0,0,0,0
20220315,0,LZ_HOUSTON,48.99,35.42,0,0,0,0,0,0
20220315,100,LZ_HOUSTON,40.48,33.05,0,0,0,0,0,0
20220315,200,LZ_HOUSTON,35.73,32.46,0,0,0,0,0,0
20220315,300,LZ_HOUSTON,34.96,33.15,0,0,0,0,0,0
20220315,400,LZ_HOUSTON,33.24,33.84,0,0,0,0,0,0
20220315,500,LZ_HOUSTON,33.76,38.48,0,0,0,0,0,0
20220315,600,LZ_HOUSTON,35.01,44.99,0,0,0,0,0,0
20220315,700,LZ_HOUSTON,35.78,55.58,0,0,0,0,0,0
20220315,800,LZ_HOUSTON,47.62,43.54,0.092,0.142,0.158,0.009,0.007,0.008
20220315,900,LZ_HOUSTON,50.98,33,78.857,73.656,72.297,50.037,36.524,39.248
20220315,1000,LZ_HOUSTON,47.31,29.86,177.896,160.993,145.81,108.366,81.579,93.057
20220315,1100,LZ_HOUSTON,33.77,30.26,221.3,173.618,171.8,140.154,96.65,110.9
20220315,1200,LZ_HOUSTON,35.48,32.18,221.3,174.628,155.227,143.625,96.65,110.9
20220315,1300,LZ_HOUSTON,33.62,31.27,193.377,179.5,158.702,128.203,87.117,106.566
20220315,1400,LZ_HOUSTON,30.08,31.9,207.015,174.618,167.139,138.369,95.175,104.874
20220315,1500,LZ_HOUSTON,30.14,31.86,198.061,164.295,156.262,123.951,89.197,97.883
20220315,1600,LZ_HOUSTON,30.31,33.96,206.635,169.849,156.143,129.347,78.777,100.535
20220315,1700,LZ_HOUSTON,29.44,34.74,203.771,167.341,154.623,120.769,88.631,102.054
20220315,1800,LZ_HOUSTON,30.43,49.21,168.98,145.903,142.321,118.349,66.756,85.988
20220315,1900,LZ_HOUSTON,31.94,150.25,71.23,73.357,64.889,54.058,33.246,37.964
20220315,2000,LZ_HOUSTON,49.25,103.03,0,0,0,0,0,0
20220315,2100,LZ_HOUSTON,57.45,45.56,0,0,0,0,0,0
20220315,2200,LZ_HOUSTON,48.23,38.96,0,0,0,0,0,0
20220315,2300,LZ_HOUSTON,34.89,34.41,0,0,0,0,0,0
20220316,0,LZ_HOUSTON,28.20,31.69,0,0,0,0,0,0
20220316,100,LZ_HOUSTON,23.07,29.86,0,0,0,0,0,0
20220316,200,LZ_HOUSTON,41.08,22.74,0,0,0,0,0,0
20220316,300,LZ_HOUSTON,37.87,17.21,0,0,0,0,0,0
20220316,400,LZ_HOUSTON,38.02,19.77,0,0,0,0,0,0
20220316,500,LZ_HOUSTON,36.56,25.74,0,0,0,0,0,0
20220316,600,LZ_HOUSTON,41.03,56.99,0,0,0,0,0,0
20220316,700,LZ_HOUSTON,44.18,40.3,0,0,0,0,0,0
20220316,800,LZ_HOUSTON,63.01,34.97,0.183,0.119,0.156,0.129,0.06,0.092
20220316,900,LZ_HOUSTON,58.33,34.62,85.086,65.953,70.428,53.731,34.344,38.198
20220316,1000,LZ_HOUSTON,57.09,31.5,175.872,151.536,149.377,124.087,84.305,91.113
20220316,1100,LZ_HOUSTON,51.80,31.49,221.3,179.5,171.8,144.65,95.683,110.9
20220316,1200,LZ_HOUSTON,49.64,31.49,221.3,171.266,171.561,144.65,96.65,110.9
20220316,1300,LZ_HOUSTON,47.72,30.5,206.015,165.519,164.371,142.433,93.251,110.9
20220316,1400,LZ_HOUSTON,43.94,32.48,210.818,179.5,171.8,132.504,92.837,105.93
20220316,1500,LZ_HOUSTON,41.62,34.05,190.896,156.298,143.895,144.531,88.888,97.824
20220316,1600,LZ_HOUSTON,37.77,36.8,190.082,171.259,162.954,136.074,81.721,96.502
20220316,1700,LZ_HOUSTON,37.05,34.76,194.226,154.38,160.445,122.671,89.049,86.835
20220316,1800,LZ_HOUSTON,45.39,39.56,153.382,146.979,122.736,110.045,71.598,77.243
20220316,1900,LZ_HOUSTON,157.25,51.61,94.714,79.653,76.553,64.313,37.345,15.622
20220316,2000,LZ_HOUSTON,48.08,39.6,0,0,0,0,0,0
20220316,2100,LZ_HOUSTON,70.90,31.33,0,0,0,0,0,0
20220316,2200,LZ_HOUSTON,57.80,24,0,0,0,0,0,0
20220316,2300,LZ_HOUSTON,47.84,21.56,0,0,0,0,0,0
20220317,0,LZ_HOUSTON,48.92,19.79,0,0,0,0,0,0
20220317,100,LZ_HOUSTON,44.52,17.09,0,0,0,0,0,0
20220317,200,LZ_HOUSTON,47.68,16.52,0,0,0,0,0,0
20220317,300,LZ_HOUSTON,48.47,17.43,0,0,0,0,0,0
20220317,400,LZ_HOUSTON,49.32,20.8,0,0,0,0,0,0
20220317,500,LZ_HOUSTON,44.30,26.44,0,0,0,0,0,0
20220317,600,LZ_HOUSTON,45.53,40.47,0,0,0,0,0,0
20220317,700,LZ_HOUSTON,46.05,47.42,0,0,0,0,0,0
20220317,800,LZ_HOUSTON,53.53,44.93,0.014,0.007,0.008,0.008,0.005,0.008
20220317,900,LZ_HOUSTON,69.06,36.99,7.767,6.732,6.651,4.948,3.213,4.596
20220317,1000,LZ_HOUSTON,52.95,35.74,41.076,37.138,35.888,30.991,20.43,24.853
20220317,1100,LZ_HOUSTON,51.28,35.63,214.546,179.5,171.8,63.167,46.312,103.108
20220317,1200,LZ_HOUSTON,45.86,38.07,208.323,179.5,171.8,143.94,88.008,97.449
20220317,1300,LZ_HOUSTON,40.22,39.43,181.375,169.882,156.871,134.505,96.65,100.603
20220317,1400,LZ_HOUSTON,39.12,36.03,57.053,51.955,46.798,30.865,22.778,46.827
20220317,1500,LZ_HOUSTON,32.72,40.42,27.593,26.917,26.248,19.339,11.658,14.2
20220317,1600,LZ_HOUSTON,36.77,44.93,26.606,24.092,22.959,13.197,9.544,14.057
20220317,1700,LZ_HOUSTON,32.26,42.38,24.042,22.001,18.298,54.813,35.95,7.929
20220317,1800,LZ_HOUSTON,30.12,47.56,42.85,39.239,36.335,19.251,12.336,20.408
20220317,1900,LZ_HOUSTON,31.50,54,13.995,11.994,11.198,4.112,2.73,19.772
20220317,2000,LZ_HOUSTON,39.35,42.83,0,0,0,0,0,0
20220317,2100,LZ_HOUSTON,63.05,37.13,0,0,0,0,0,0
20220317,2200,LZ_HOUSTON,54.41,34.49,0,0,0,0,0,0
20220317,2300,LZ_HOUSTON,47.42,31.14,0,0,0,0,0,0
20220318,0,LZ_HOUSTON,50.58,33.83,0,0,0,0,0,0
20220318,100,LZ_HOUSTON,49.24,27.71,0,0,0,0,0,0
20220318,200,LZ_HOUSTON,37.63,24.56,0,0,0,0,0,0
20220318,300,LZ_HOUSTON,45.49,25.82,0,0,0,0,0,0
20220318,400,LZ_HOUSTON,47.69,28.29,0,0,0,0,0,0
20220318,500,LZ_HOUSTON,55.89,28.18,0,0,0,0,0,0
20220318,600,LZ_HOUSTON,58.56,44.22,0,0,0,0,0,0
20220318,700,LZ_HOUSTON,56.36,50.53,0,0,0,0,0,0
20220318,800,LZ_HOUSTON,49.75,47.38,0.282,0.234,0.353,0.179,0.117,0.207
20220318,900,LZ_HOUSTON,46.85,41.8,79.54,72.293,73.605,60.6,38.722,32.427
20220318,1000,LZ_HOUSTON,53.81,39.61,192.406,156.804,158.415,141.382,89.852,96.823
20220318,1100,LZ_HOUSTON,59.33,42.32,221.3,179.5,171.8,144.65,96.65,110.9
20220318,1200,LZ_HOUSTON,53.53,39.79,221.3,168.313,171.8,142.859,96.65,98.907
20220318,1300,LZ_HOUSTON,89.50,45.14,214.728,164.359,159.635,137.161,87.85,102.546
20220318,1400,LZ_HOUSTON,69.52,47.34,211.519,170.644,161.791,143.746,96.65,109.836
20220318,1500,LZ_HOUSTON,67.89,40.06,207.224,169.167,158.877,137.473,85.519,94.188
20220318,1600,LZ_HOUSTON,84.93,40.71,196.673,164.29,154.309,136.622,84.705,104.823
20220318,1700,LZ_HOUSTON,175.69,42.11,189.27,168.08,148.935,120.83,82.682,95.059
20220318,1800,LZ_HOUSTON,180.38,62.05,163.297,148.259,121.57,117.422,78.879,83.828
20220318,1900,LZ_HOUSTON,70.10,147.46,77.507,64.709,54.923,48.395,34.988,31.03
20220318,2000,LZ_HOUSTON,59.01,125.7,0,0,0,0,0,0
20220318,2100,LZ_HOUSTON,57.09,85.43,0,0,0,0,0,0
20220318,2200,LZ_HOUSTON,55.14,61.56,0,0,0,0,0,0
20220318,2300,LZ_HOUSTON,53.19,47.23,0,0,0,0,0,0
20220319,0,LZ_HOUSTON,54.86,59.64,0,0,0,0,0,0
20220319,100,LZ_HOUSTON,51.74,51.24,0,0,0,0,0,0
20220319,200,LZ_HOUSTON,36.26,48.14,0,0,0,0,0,0
20220319,300,LZ_HOUSTON,34.50,45.94,0,0,0,0,0,0
20220319,400,LZ_HOUSTON,34.22,45.16,0,0,0,0,0,0
20220319,500,LZ_HOUSTON,41.18,42.28,0,0,0,0,0,0
20220319,600,LZ_HOUSTON,36.08,47.27,0,0,0,0,0,0
20220319,700,LZ_HOUSTON,39.16,47.59,0,0,0,0,0,0
20220319,800,LZ_HOUSTON,41.03,40.04,0.035,0.036,0.027,0.021,0.01,0.02
20220319,900,LZ_HOUSTON,50.09,43.05,30.245,29.488,26.826,17.16,16.059,15.257
20220319,1000,LZ_HOUSTON,52.53,35.16,97.423,88.585,84.497,94.144,64.007,56.586
20220319,1100,LZ_HOUSTON,50.97,33.26,221.3,179.5,171.8,109.468,66.91,78.878
20220319,1200,LZ_HOUSTON,40.26,30.9,221.3,161.399,171.8,126.047,80.912,91.83
20220319,1300,LZ_HOUSTON,41.08,33.06,194.727,177.375,160.181,139.201,92.215,109.63
20220319,1400,LZ_HOUSTON,54.65,35.97,202.576,170.102,169.669,135.262,86.398,110.9
20220319,1500,LZ_HOUSTON,58.20,34.52,182.54,177.17,155.22,130.136,91.755,100.142
20220319,1600,LZ_HOUSTON,68.79,34.63,201.608,153.464,148.302,128.775,96.383,101.476
20220319,1700,LZ_HOUSTON,84.33,32.86,193.712,171.449,146.265,142.957,85.554,97.516
20220319,1800,LZ_HOUSTON,76.64,47.03,179.471,147.762,158.333,123.392,73.462,82.037
20220319,1900,LZ_HOUSTON,80.08,123.81,76.987,66.055,74.543,59.328,44.203,41.586
20220319,2000,LZ_HOUSTON,488.95,50.94,0,0,0,0,0,0
20220319,2100,LZ_HOUSTON,417.47,33.74,0,0,0,0,0,0
20220319,2200,LZ_HOUSTON,55.37,24.78,0,0,0,0,0,0
20220319,2300,LZ_HOUSTON,48.36,25.66,0,0,0,0,0,0
20220320,0,LZ_HOUSTON,54.44,25.69,0,0,0,0,0,0
20220320,100,LZ_HOUSTON,47.39,21.19,0,0,0,0,0,0
20220320,200,LZ_HOUSTON,52.85,20.16,0,0,0,0,0,0
20220320,300,LZ_HOUSTON,49.88,20.47,0,0,0,0,0,0
20220320,400,LZ_HOUSTON,39.20,21.93,0,0,0,0,0,0
20220320,500,LZ_HOUSTON,37.51,24.04,0,0,0,0,0,0
20220320,600,LZ_HOUSTON,37.19,32.63,0,0,0,0,0,0
20220320,700,LZ_HOUSTON,37.25,36.63,0,0,0,0,0,0
20220320,800,LZ_HOUSTON,48.50,37.27,0.39,0.263,0.31,0.246,0.145,0.16
20220320,900,LZ_HOUSTON,51.79,30.67,99.282,88.019,77.86,59.845,41.798,50.553
20220320,1000,LZ_HOUSTON,36.28,23.18,196.475,174.207,156.404,144.65,81.283,110.9
20220320,1100,LZ_HOUSTON,27.89,24.08,221.3,179.5,171.8,144.65,96.65,110.9
20220320,1200,LZ_HOUSTON,34.60,26.95,208.781,169.808,171.8,144.65,94.891,109.461
20220320,1300,LZ_HOUSTON,28.20,27.93,194.357,174.402,164.4,138.302,89.612,97.516
20220320,1400,LZ_HOUSTON,30.12,28.67,221.3,179.5,157.703,140.636,94.067,110.9
20220320,1500,LZ_HOUSTON,34.82,30.01,218.164,165.291,151.648,131.615,92.205,97.144
20220320,1600,LZ_HOUSTON,40.13,29.94,191.7,179.021,163.466,129.976,81.833,97.958
20220320,1700,LZ_HOUSTON,45.90,37.06,190.77,152.198,147.831,130.403,96.285,106.05
20220320,1800,LZ_HOUSTON,48.40,45.96,172.154,136.551,147.182,111.838,79.601,82.638
20220320,1900,LZ_HOUSTON,50.43,54.44,85.647,74.472,57.851,54.377,35.028,39.861
20220320,2000,LZ_HOUSTON,58.27,49.71,0,0,0,0,0,0
20220320,2100,LZ_HOUSTON,57.91,35.24,0,0,0,0,0,0
20220320,2200,LZ_HOUSTON,51.06,24.23,0,0,0,0,0,0
20220320,2300,LZ_HOUSTON,47.87,22.17,0,0,0,0,0,0
20220321,0,LZ_HOUSTON,53.58,25.11,0,0,0,0,0,0
20220321,100,LZ_HOUSTON,51.87,20.88,0,0,0,0,0,0
20220321,200,LZ_HOUSTON,50.28,20.14,0,0,0,0,0,0
20220321,300,LZ_HOUSTON,41.56,19.9,0,0,0,0,0,0
20220321,400,LZ_HOUSTON,37.31,21.18,0,0,0,0,0,0
20220321,500,LZ_HOUSTON,30.99,29.03,0,0,0,0,0,0
20220321,600,LZ_HOUSTON,31.60,42.57,0,0,0,0,0,0
20220321,700,LZ_HOUSTON,34.15,46.39,0,0,0,0,0,0
20220321,800,LZ_HOUSTON,38.18,43.77,0,0,0,0,0,0
20220321,900,LZ_HOUSTON,43.03,46.64,0,0,0,17.254,9.911,0.018
20220321,1000,LZ_HOUSTON,42.06,43.14,39.924,34.229,33.223,1.764,1.2,42.514
20220321,1100,LZ_HOUSTON,37.58,41.13,81.613,69.775,75.426,8.043,4.935,33.784
20220321,1200,LZ_HOUSTON,38.09,49.27,46.736,39.233,37.865,18.772,11.79,19.011
20220321,1300,LZ_HOUSTON,44.90,56.13,124.035,119.231,104.608,37.65,25.323,75.168
20220321,1400,LZ_HOUSTON,48.92,49.25,134.822,123.373,117.758,97.633,64.953,64.234
20220321,1500,LZ_HOUSTON,54.38,42.72,91.93,92.778,81.276,79.238,59.277,50.392
20220321,1600,LZ_HOUSTON,72.36,43.81,62.59,58.964,57.981,43.357,29.388,57.648
20220321,1700,LZ_HOUSTON,66.10,42.32,36.494,29.493,29.795,50.098,31.597,29.489
20220321,1800,LZ_HOUSTON,72.47,52.58,39.323,34.572,35.884,55.573,33.235,26.902
20220321,1900,LZ_HOUSTON,75.01,72.75,12.941,10.494,10.64,30.464,20.393,7.747
20220321,2000,LZ_HOUSTON,230.26,71.75,0,0,0,0,0,0
20220321,2100,LZ_HOUSTON,362.94,43.98,0,0,0,0,0,0
20220321,2200,LZ_HOUSTON,101.27,39.92,0,0,0,0,0,0
20220321,2300,LZ_HOUSTON,60.06,37.02,0,0,0,0,0,0
20220322,0,LZ_HOUSTON,58.60,31.7,0,0,0,0,0,0
20220322,100,LZ_HOUSTON,53.49,28.01,0,0,0,0,0,0
20220322,200,LZ_HOUSTON,29.75,27.09,0,0,0,0,0,0
20220322,300,LZ_HOUSTON,24.56,25.41,0,0,0,0,0,0
20220322,400,LZ_HOUSTON,24.95,27.47,0,0,0,0,0,0
20220322,500,LZ_HOUSTON,23.07,33.33,0,0,0,0,0,0
20220322,600,LZ_HOUSTON,23.23,69.03,0,0,0,0,0,0
20220322,700,LZ_HOUSTON,26.89,57.44,0,0,0,0,0,0
20220322,800,LZ_HOUSTON,36.03,46.94,0.283,0.277,0.263,0,0,0.002
20220322,900,LZ_HOUSTON,44.46,48.62,92.969,81.343,65.8,64.648,40.004,40.75
20220322,1000,LZ_HOUSTON,41.22,40.13,188.396,169.547,155.631,63.678,39.946,93.102
20220322,1100,LZ_HOUSTON,35.55,41.73,221.3,179.5,171.8,70.418,48.479,110.9
20220322,1200,LZ_HOUSTON,39.86,44.73,91.392,76.109,81.762,134.899,96.65,62.347
20220322,1300,LZ_HOUSTON,39.25,47.15,190.3,170.844,162.615,144.145,85.924,106.263
20220322,1400,LZ_HOUSTON,53.29,47.54,196.957,179.5,160.299,125.056,96.65,110.9
20220322,1500,LZ_HOUSTON,66.25,46.19,211.542,169.115,155.165,128.328,85.704,99.194
20220322,1600,LZ_HOUSTON,83.83,42.35,189.047,152.5,171.8,122.278,88.667,105.459
20220322,1700,LZ_HOUSTON,117.97,43.32,78.559,71.799,60.873,122.756,90.205,86.937
20220322,1800,LZ_HOUSTON,102.18,52.58,161.996,136.708,136.939,125.33,84.681,84.838
20220322,1900,LZ_HOUSTON,103.77,59.48,100.955,80.518,82.441,61.822,44.795,37.283
20220322,2000,LZ_HOUSTON,407.56,81.51,0,0,0,0,0,0
20220322,2100,LZ_HOUSTON,851.20,58.14,0,0,0,0,0,0
20220322,2200,LZ_HOUSTON,73.69,38.38,0,0,0,0,0,0
20220322,2300,LZ_HOUSTON,56.91,36.52,0,0,0,0,0,0
20220323,0,LZ_HOUSTON,54.60,44.49,0,0,0,0,0,0
20220323,100,LZ_HOUSTON,52.60,35.47,0,0,0,0,0,0
20220323,200,LZ_HOUSTON,42.42,32.55,0,0,0,0,0,0
20220323,300,LZ_HOUSTON,46.91,32.51,0,0,0,0,0,0
20220323,400,LZ_HOUSTON,39.15,35.08,0,0,0,0,0,0
20220323,500,LZ_HOUSTON,41.51,40.78,0,0,0,0,0,0
20220323,600,LZ_HOUSTON,39.65,72.67,0,0,0,0,0,0
20220323,700,LZ_HOUSTON,42.33,85.27,0,0,0,0,0,0
20220323,800,LZ_HOUSTON,37.84,44.98,0.403,0.375,0.321,0.302,0.2,0.169
20220323,900,LZ_HOUSTON,38.29,46.44,90.994,83.927,83.705,59.153,45.326,46.364
20220323,1000,LZ_HOUSTON,36.66,39.58,202.705,167.945,157.453,141.089,95.213,105.493
20220323,1100,LZ_HOUSTON,36.45,34.33,221.3,179.5,171.8,144.65,96.65,110.9
20220323,1200,LZ_HOUSTON,34.66,34.32,221.3,179.5,171.8,144.65,95.302,110.9
20220323,1300,LZ_HOUSTON,30.42,33.75,204.587,179.5,152.842,128.896,96.65,99.198
20220323,1400,LZ_HOUSTON,35.87,31.53,221.3,168.165,171.8,137.577,95.325,109.208
20220323,1500,LZ_HOUSTON,39.17,30.97,202.256,167.063,146.782,131.323,84.676,94.942
20220323,1600,LZ_HOUSTON,43.01,34.25,189.405,156.792,154.779,143.568,93.693,109.529
20220323,1700,LZ_HOUSTON,42.66,37.28,203.156,157.395,153.92,136.926,84.175,98.949
20220323,1800,LZ_HOUSTON,45.93,37.32,174.016,151.351,139.937,121.263,77.337,87.314
20220323,1900,LZ_HOUSTON,43.67,94.94,73.949,75.706,72.636,36.521,24.266,45.849
20220323,2000,LZ_HOUSTON,42.69,142.9,0,0,0,0,0,0
20220323,2100,LZ_HOUSTON,59.27,84.36,0,0,0,0,0,0
20220323,2200,LZ_HOUSTON,49.21,66.54,0,0,0,0,0,0
20220323,2300,LZ_HOUSTON,39.41,43.81,0,0,0,0,0,0
20220324,0,LZ_HOUSTON,39.52,40.38,0,0,0,0,0,0
20220324,100,LZ_HOUSTON,35.40,33.16,0,0,0,0,0,0
20220324,200,LZ_HOUSTON,48.65,31.66,0,0,0,0,0,0
20220324,300,LZ_HOUSTON,40.03,30.08,0,0,0,0,0,0
20220324,400,LZ_HOUSTON,38.97,31.34,0,0,0,0,0,0
20220324,500,LZ_HOUSTON,37.04,36.92,0,0,0,0,0,0
20220324,600,LZ_HOUSTON,37.82,60.19,0,0,0,0,0,0
20220324,700,LZ_HOUSTON,40.31,66.97,0,0,0,0,0,0
20220324,800,LZ_HOUSTON,41.39,45.3,0.428,0.397,0.408,0.265,0.24,0.26
20220324,900,LZ_HOUSTON,51.38,42.45,83.812,61.414,68.228,64.695,46.79,48.788
20220324,1000,LZ_HOUSTON,49.54,35.46,192.688,177.007,158.808,141.911,96.65,102.343
20220324,1100,LZ_HOUSTON,59.67,30.66,221.078,179.5,171.8,144.65,96.65,108.62
20220324,1200,LZ_HOUSTON,50.58,27.4,221.3,174.733,168.311,144.65,96.65,110.9
20220324,1300,LZ_HOUSTON,48.53,29.81,199.814,167.133,160.901,144.65,90.665,110.441
20220324,1400,LZ_HOUSTON,52.19,28.13,211.413,179.5,171.8,135.951,87.212,106.543
20220324,1500,LZ_HOUSTON,53.03,30.14,202.894,173.363,152.054,129.638,88.622,103.218
20220324,1600,LZ_HOUSTON,58.40,28.55,207.021,165.608,151.295,130.837,87.155,107.242
20220324,1700,LZ_HOUSTON,61.22,33.84,188.144,167.565,154.358,133.522,84.908,97.702
20220324,1800,LZ_HOUSTON,55.75,39.24,182.423,173.846,140.927,120.223,79.448,92.786
20220324,1900,LZ_HOUSTON,64.15,145.74,87.345,79.648,73.533,62.317,41.731,46.875
20220324,2000,LZ_HOUSTON,59.03,171.89,0,0,0,0,0,0
20220324,2100,LZ_HOUSTON,62.38,84.75,0,0,0,0,0,0
20220324,2200,LZ_HOUSTON,57.61,55.77,0,0,0,0,0,0
20220324,2300,LZ_HOUSTON,49.67,42.74,0,0,0,0,0,0
20220325,0,LZ_HOUSTON,49.01,40.83,0,0,0,0,0,0
